【  央视频道  】,#genre#
CCTV4美洲_联通,http://114.254.94.104:2222/rtp/239.3.1.214:4220
CCTV4美洲_联通,http://221.219.76.222:4000/rtp/239.3.1.214:4220
CCTV4美洲_联通,http://221.15.7.42:8888/rtp/225.1.5.32:1343
CCTV4美洲_联通,http://175.147.76.205:8888/rtp/232.0.0.59:1234
CCTV4美洲_联通,http://221.15.7.28:8888/rtp/225.1.5.32:1343
CCTV4美洲_联通,http://114.254.83.72:2222/rtp/239.3.1.214:4220
CCTV4美洲_联通,http://114.252.234.124:8888/rtp/239.3.1.214:4220
CCTV4美洲高清_电信,http://114.252.234.124:8888/rtp/239.3.1.214:4220
CCTV4美洲高清_联通,http://114.252.234.124:8888/rtp/239.3.1.214:4220
CCTV4美洲高清_联通,http://221.218.212.142:8012/rtp/239.3.1.214:4220
CCTV4高清_联通,http://221.218.212.142:8012/rtp/239.3.1.105:8092
CCTV音乐风云4M1080_移动,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226953/index.m3u8
CETV4_电信,http://36.47.83.186:8010/rtp/239.109.205.49:8328
CETV4_电信,http://113.133.235.222:8020/rtp/239.109.205.49:8328
CETV4_电信,http://113.116.4.70:808/hls/79/index.m3u8
CETV4_联通,http://1.26.24.63:9999/udp/239.125.1.110:4120
CETV4_联通,http://116.116.118.230:9999/udp/239.125.1.110:4120
CETV4_联通,http://211.90.88.50:8083/rtp/226.0.2.70:8472
CETV4_联通,http://211.90.88.50:8084/rtp/226.0.2.70:8472
CETV4_联通,http://1.24.190.98:10080/hls/19/index.m3u8
CCTV5+12M1080_移动,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV5+4M1080_移动,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV5+_电信,http://117.43.217.34:20000/hls/2/index.m3u8
CCTV5+_电信,http://14.19.199.43:5555/udp/239.77.0.87:5146
