【  卫视频道  】,#genre#
华东_东方卫视_电信,http://218.71.45.167:9999/rtp/233.50.201.125:5140
华东_东方卫视_电信,http://115.205.189.231:8000/rtp/233.50.201.125:5140
华东_东方卫视_电信,http://125.125.40.20:8000/rtp/233.50.201.125:5140
华东_东方卫视_电信,http://113.138.135.67:8001/rtp/239.112.205.61:5140
华东_东方卫视_电信,http://122.233.239.30:9999/rtp/233.50.201.125:5140
华东_东方卫视_电信,http://113.251.228.247:7788/rtp/235.254.198.33:1408
华东_东方卫视_电信,http://182.46.8.161:8018/hls/54/index.m3u8
华东_东方卫视_联通,http://119.166.7.60:6666/udp/239.253.254.86:8000
华东_东方卫视超_电信,http://113.251.228.247:7788/rtp/235.254.198.73:1568
华东_云南卫视_电信,http://182.46.8.161:8018/hls/73/index.m3u8
华东_云南卫视_电信,http://14.154.193.230:4022/udp/239.253.43.100:5146
华东_云南卫视_电信,http://14.154.193.230:4022/udp/239.253.43.37:5146
华东_云南卫视_电信,http://117.66.232.100:2000/rtp/238.1.78.89:6584
华东_云南卫视_电信,http://113.138.135.67:8001/rtp/239.112.205.58:5140
华东_云南卫视_电信,http://113.251.228.247:7788/rtp/235.254.198.25:1376
华东_云南卫视_电信,http://125.126.87.78:9999/rtp/233.50.201.46:5140
华东_云南卫视_电信,http://218.71.45.167:9999/rtp/233.50.201.46:5140
华东_云南卫视_电信,http://220.189.92.253:9999/rtp/233.50.201.46:5140
华东_云南卫视_电信,http://122.233.239.30:9999/rtp/233.50.201.46:5140
华东_云南卫视_电信,http://36.5.100.28:4022/rtp/238.1.78.89:6584
华东_云南卫视_电信,http://115.205.189.231:8000/rtp/233.50.201.46:5140
华东_云南卫视_电信,http://125.125.40.20:8000/rtp/233.50.201.46:5140
华东_云南卫视_联通,http://119.166.7.60:6666/udp/239.253.254.196:8000
华东_兵团卫视_电信,http://117.66.232.100:2000/rtp/238.1.78.104:6704
华东_兵团卫视_电信,http://113.138.135.67:8001/rtp/239.112.205.198:5140
华东_兵团卫视_电信,http://36.5.100.28:4022/rtp/238.1.78.104:6704
华东_兵团卫视_电信,http://220.189.92.253:9999/rtp/233.50.201.72:5140
华东_兵团卫视_电信,http://125.126.87.78:9999/rtp/233.50.201.72:5140
华东_兵团卫视_电信,http://218.71.45.167:9999/rtp/233.50.201.72:5140
华东_兵团卫视_电信,http://122.233.239.30:9999/rtp/233.50.201.72:5140
华东_兵团卫视_电信,http://125.125.40.20:8000/rtp/233.50.201.72:5140
华东_兵团卫视_电信,http://115.205.189.231:8000/rtp/233.50.201.72:5140
华东_内蒙古卫视_电信,http://182.46.8.161:8018/hls/67/index.m3u8
华东_内蒙古卫视_电信,http://113.138.135.67:8001/rtp/239.112.205.55:5140
华东_内蒙古卫视_电信,http://117.66.232.100:2000/rtp/238.1.78.103:6696
华东_内蒙古卫视_电信,http://36.5.100.28:4022/rtp/238.1.78.103:6696
华东_内蒙古卫视_电信,http://113.251.228.247:7788/rtp/235.254.198.42:1444
华东_内蒙古卫视_电信,http://218.71.45.167:9999/rtp/233.50.201.148:5140
华东_内蒙古卫视_电信,http://115.205.189.231:8000/rtp/233.50.201.148:5140
华东_内蒙古卫视_电信,http://125.126.87.78:9999/rtp/233.50.201.148:5140
华东_内蒙古卫视_电信,http://122.233.239.30:9999/rtp/233.50.201.148:5140
华东_内蒙古卫视_电信,http://220.189.92.253:9999/rtp/233.50.201.148:5140
华东_内蒙古卫视_电信,http://125.125.40.20:8000/rtp/233.50.201.148:5140
华东_农林卫视_电信,http://113.138.135.67:8001/rtp/239.112.205.27:5140
华东_农林卫视_电信,http://182.46.8.161:8018/hls/79/index.m3u8
华东_凤凰卫视中文_电信,http://125.126.87.78:9999/rtp/233.50.200.191:5140
