【  影视频道  】,#genre#
华北_都市剧场_联通,http://116.135.4.64:8083/rtp/226.0.2.81:8560
华北_都市剧场_联通,http://171.120.71.229:8085/rtp/226.0.2.81:8560
华北_都市剧场_联通,http://171.116.181.174:8084/rtp/226.0.2.81:8560
华北_都市剧场_联通,http://116.179.64.121:4000/rtp/226.0.2.81:8560
华北_都市剧场_联通,http://60.223.72.70:8001/rtp/226.0.2.81:8560
华北_都市剧场_联通,http://60.7.12.42:4022/rtp/239.253.93.227:6405
华北_都市剧场_联通,http://171.125.90.44:6001/rtp/226.0.2.81:8560
华南_BRTV影视_联通,http://114.246.174.75:4022/rtp/239.3.1.158:8000
华南_BRTV影视_联通,http://222.129.37.111:9001/rtp/239.3.1.158:8000
华南_BRTV影视_联通,http://125.33.179.15:5555/rtp/239.3.1.158:8000
华南_CCTV怀旧剧场_电信,http://110.178.38.152:8082/udp/239.1.1.95:8095
华南_CCTV怀旧剧场_电信,http://110.179.81.53:8084/udp/239.1.1.95:8095
华南_CCTV怀旧剧场_电信,http://110.178.38.152:8083/udp/239.1.1.95:8095
华南_CCTV怀旧剧场_电信,http://110.179.80.237:8082/udp/239.1.1.95:8095
华南_CCTV怀旧剧场_电信,http://110.177.149.236:58888/udp/239.1.1.95:8095
华南_CCTV怀旧剧场_联通,http://221.205.94.83:8084/rtp/226.0.2.224:9704
华南_CCTV第一剧场_电信,http://110.178.38.152:8082/udp/239.1.1.94:8094
华南_CCTV第一剧场_电信,http://110.179.81.53:8084/udp/239.1.1.94:8094
华南_CCTV第一剧场_电信,http://110.178.38.152:8083/udp/239.1.1.94:8094
华南_CCTV第一剧场_电信,http://110.179.80.237:8083/udp/239.1.1.94:8094
华南_CCTV第一剧场_电信,http://110.179.80.237:8082/udp/239.1.1.94:8094
华南_CCTV第一剧场_联通,http://221.205.94.83:8084/rtp/226.0.2.221:9680
华南_CCTV第一剧场_联通,http://183.188.23.105:6001/rtp/226.0.2.221:9680
华南_CCTV风云剧场_电信,http://110.178.38.152:8082/udp/239.1.1.93:8093
华南_CCTV风云剧场_电信,http://110.179.81.53:8084/udp/239.1.1.93:8093
华南_CCTV风云剧场_电信,http://110.179.80.237:8083/udp/239.1.1.93:8093
华南_CCTV风云剧场_电信,http://110.179.80.237:8082/udp/239.1.1.93:8093
华南_CCTV风云剧场_电信,http://110.178.38.152:8083/udp/239.1.1.93:8093
华南_CCTV风云剧场_联通,http://183.188.23.105:6001/rtp/226.0.2.227:9728
华南_CCTV风云剧场_联通,http://221.205.94.83:8084/rtp/226.0.2.227:9728
华南_CHC动作电影_电信,http://1.83.163.40:8888/rtp/239.112.205.207:5140
华南_CHC动作电影_电信,http://113.138.135.67:8001/rtp/239.112.205.207:5140
华南_CHC动作电影_联通,http://183.188.23.105:6001/rtp/226.0.2.94:8012
华南_CHC动作电影_联通,http://221.205.94.83:8084/rtp/226.0.2.94:8012
华南_CHC家庭影院_电信,http://113.138.135.67:8001/rtp/239.112.205.205:5140
华南_CHC家庭影院_电信,http://1.83.163.40:8888/rtp/239.112.205.205:5140
华南_CHC家庭影院_联通,http://183.188.23.105:6001/rtp/226.0.2.240:9820
华南_CHC家庭影院_联通,http://221.205.94.83:8084/rtp/226.0.2.240:9820
华南_CHC电影_电信,http://113.138.135.67:8001/rtp/239.112.205.206:5140
华南_CHC电影_联通,http://221.205.94.83:8084/rtp/226.0.2.93:8004
华南_CHC电影_联通,http://183.188.23.105:6001/rtp/226.0.2.93:8004
华南_上虞文化影院_联通,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
华南_动作电影_电信,http://171.108.239.6:8181/tsfile/live/1003_1.m3u8
华南_动作电影_电信,http://222.218.159.152:8181/tsfile/live/1019_1.m3u8
华南_动作电影_电信,http://222.218.158.127:8181/tsfile/live/1019_1.m3u8
华南_动作电影_联通,http://110.72.60.182:8181/tsfile/live/1096_1.m3u8
华南_家庭影院_电信,http://171.108.239.6:8181/tsfile/live/1002_1.m3u8
华南_家庭影院_电信,http://222.218.159.200:8181/tsfile/live/1018_1.m3u8
华南_家庭影院_电信,http://171.108.239.74:8181/tsfile/live/1006_1.m3u8
华南_山西影视_联通,http://183.188.23.105:6001/rtp/226.0.2.14:8024
华南_山西影视_联通,http://221.205.94.83:8084/rtp/226.0.2.14:8024
华南_广东影视_电信,http://113.67.164.234:8889/udp/239.77.0.217:5146
华南_广东影视_电信,http://113.68.179.10:4022/udp/239.77.0.217:5146
华南_广东影视_电信,http://14.154.193.230:4022/udp/239.77.0.217:5146
华南_广东影视_电信,http://222.218.159.152:8181/tsfile/live/1004_1.m3u8
华南_广州影视_电信,http://113.67.164.234:8889/udp/239.253.43.73:5146
华南_广州影视_电信,http://183.30.202.168:8000/udp/239.253.43.73:5146
华南_广州影视_电信,http://113.68.179.10:4022/udp/239.253.43.73:5146
华南_广州影视_电信,http://14.154.193.230:4022/udp/239.253.43.73:5146
华南_广西IPTV影院_电信,http://171.110.92.36:8181/udp/239.81.0.100:4056
华南_广西IPTV影院_电信,http://171.109.209.245:8888/udp/239.81.0.100:4056
华南_广西IPTV影院_电信,http://222.218.213.244:10000/udp/239.81.0.100:4056
华南_怀旧剧场_电信,http://113.138.135.67:8001/rtp/239.111.205.67:5140
华南_欢笑剧场4K_联通,http://221.198.174.113:8888/udp/225.1.1.139:5002
华南_河北影视_联通,http://116.131.173.194:809/hls/26/index.m3u8
华南_淘剧场_联通,http://221.219.98.43:8000/rtp/239.3.1.95:8001
华南_淘剧场_联通,http://222.129.37.111:9001/rtp/239.3.1.95:8001
华南_淘电影_联通,http://123.122.161.121:19999/rtp/239.3.1.250:8001
华南_淘电影_联通,http://222.129.37.111:9001/rtp/239.3.1.250:8001
华南_淘电影_联通,http://114.254.219.197:8000/rtp/239.3.1.250:8001
华南_电影_电信,http://171.108.239.6:8181/tsfile/live/1004_1.m3u8
华南_电影_联通,http://110.72.60.182:8181/tsfile/live/1097_1.m3u8
华南_第一剧场_电信,http://113.138.135.67:8001/rtp/239.111.205.65:5140
华南_第一剧场_电信,http://1.83.163.40:8888/rtp/239.111.205.65:5140
华南_绍兴文化影视_联通,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
华南_经典电影_电信,http://222.218.159.200:8181/tsfile/live/1008_1.m3u8
华南_经典电影_电信,http://171.108.239.74:8181/tsfile/live/1019_1.m3u8
华南_经典电影_联通,http://110.72.60.182:8181/tsfile/live/1005_1.m3u8
华南_都市剧场_电信,http://110.178.38.152:8082/udp/239.1.1.81:8081
华南_都市剧场_电信,http://110.178.38.152:8083/udp/239.1.1.81:8081
华南_都市剧场_电信,http://110.179.80.237:8083/udp/239.1.1.81:8081
华南_都市剧场_电信,http://110.179.80.237:8082/udp/239.1.1.81:8081
华南_都市剧场_电信,http://110.179.81.53:8084/udp/239.1.1.81:8081
华南_都市剧场_联通,http://221.205.94.83:8084/rtp/226.0.2.81:8560
华南_都市剧场_联通,http://183.188.23.105:6001/rtp/226.0.2.81:8560
华南_风云剧场_电信,http://113.138.135.67:8001/rtp/239.111.205.66:5140
华南_风云剧场_电信,http://1.83.163.40:8888/rtp/239.111.205.66:5140
欢笑剧场4K_移动,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226582/index.m3u8
西北_CCTV怀旧剧场_电信,http://117.66.232.100:2000/rtp/238.1.79.61:4624
西北_CCTV怀旧剧场_电信,http://110.177.96.176:8083/udp/239.1.1.95:8095
西北_CCTV怀旧剧场_电信,http://110.178.52.196:8085/udp/239.1.1.95:8095
西北_CCTV怀旧剧场_电信,http://110.178.38.152:8083/udp/239.1.1.95:8095
西北_CCTV怀旧剧场_电信,http://110.179.81.53:8082/udp/239.1.1.95:8095
西北_CCTV怀旧剧场_联通,http://61.240.37.114:8085/rtp/226.0.2.224:9704
西北_CCTV第一剧场_电信,http://117.66.232.100:2000/rtp/238.1.79.63:4640
西北_CCTV第一剧场_电信,http://110.177.96.176:8083/udp/239.1.1.94:8094
西北_CCTV第一剧场_电信,http://110.178.38.152:8083/udp/239.1.1.94:8094
西北_CCTV第一剧场_电信,http://110.179.81.53:8082/udp/239.1.1.94:8094
西北_CCTV第一剧场_联通,http://221.205.94.83:8084/rtp/226.0.2.221:9680
西北_CCTV第一剧场_联通,http://61.240.37.114:8085/rtp/226.0.2.221:9680
西北_CCTV风云剧场_电信,http://110.177.96.176:8083/udp/239.1.1.93:8093
西北_CCTV风云剧场_电信,http://110.178.52.196:8085/udp/239.1.1.93:8093
西北_CCTV风云剧场_电信,http://110.179.81.53:8082/udp/239.1.1.93:8093
西北_CCTV风云剧场_电信,http://110.178.38.152:8083/udp/239.1.1.93:8093
西北_CCTV风云剧场_电信,http://117.66.232.100:2000/rtp/238.1.79.62:4632
西北_CCTV风云剧场_联通,http://61.240.37.114:8085/rtp/226.0.2.227:9728
西北_CCTV风云剧场_联通,http://221.205.94.83:8084/rtp/226.0.2.227:9728
西北_CHC动作电影_电信,http://219.145.19.7:5552/rtp/239.112.205.207:5140
西北_CHC动作电影_电信,http://113.138.135.67:8001/rtp/239.112.205.207:5140
西北_CHC动作电影_联通,http://61.240.37.114:8085/rtp/226.0.2.94:8012
西北_CHC动作电影_联通,http://221.205.94.83:8084/rtp/226.0.2.94:8012
西北_CHC家庭影院_电信,http://219.145.19.7:5552/rtp/239.112.205.205:5140
西北_CHC家庭影院_电信,http://113.138.135.67:8001/rtp/239.112.205.205:5140
西北_CHC家庭影院_联通,http://61.240.37.114:8085/rtp/226.0.2.240:9820
西北_CHC电影_电信,http://219.145.19.7:5552/rtp/239.112.205.206:5140
西北_CHC电影_电信,http://113.138.135.67:8001/rtp/239.112.205.206:5140
西北_CHC电影_联通,http://61.240.37.114:8085/rtp/226.0.2.93:8004
西北_CHC电影_联通,http://221.205.94.83:8084/rtp/226.0.2.93:8004
西北_CQTV影视_电信,http://113.251.228.247:7788/rtp/235.254.198.180:7980
西北_Ⅰ绍兴影视_电信,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
西北_动作电影_电信,http://117.43.217.34:20000/hls/22/index.m3u8
西北_华语电影_电信,http://60.164.229.241:4040/udp/239.255.30.193:8231
西北_安徽影视_电信,http://117.66.232.100:2000/rtp/238.1.79.42:4448
西北_安徽影视_电信,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
西北_家庭影院_电信,http://117.43.217.34:20000/hls/21/index.m3u8
西北_山西影视_联通,http://221.205.94.83:8084/rtp/226.0.2.14:8024
西北_山西影视_联通,http://171.116.181.174:8085/rtp/226.0.2.14:8024
西北_山西影视_联通,http://61.240.37.114:8085/rtp/226.0.2.14:8024
西北_怀旧剧场_电信,http://117.43.217.34:20000/hls/48/index.m3u8
西北_怀旧剧场_电信,http://219.145.19.7:5552/rtp/239.111.205.67:5140
西北_怀旧剧场_电信,http://113.138.135.67:8001/rtp/239.111.205.67:5140
西北_怀旧剧场_联通,http://121.27.126.51:809/hls/45/index.m3u8
西北_新昌休闲影视_电信,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
西北_星光影院_电信,http://60.164.229.241:4040/udp/239.255.30.194:8231
西北_杭州4影视_电信,http://115.239.23.192:8858/rtp/233.50.201.176:5140
西北_浙江|新昌休闲影视_电信,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
西北_第一剧场_电信,http://219.145.19.7:5552/rtp/239.111.205.65:5140
西北_第一剧场_电信,http://113.138.135.67:8001/rtp/239.111.205.65:5140
西北_红色谍战剧场_电信,http://60.164.229.241:4040/udp/239.255.30.166:8231
西北_绍兴影视_电信,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
西北_都市剧场_电信,http://117.43.217.34:20000/hls/39/index.m3u8
西北_都市剧场_电信,http://110.177.96.176:8083/udp/239.1.1.81:8081
西北_都市剧场_电信,http://110.178.52.196:8085/udp/239.1.1.81:8081
西北_都市剧场_电信,http://110.179.81.53:8082/udp/239.1.1.81:8081
西北_都市剧场_电信,http://110.178.38.152:8083/udp/239.1.1.81:8081
西北_都市剧场_联通,http://221.205.94.83:8084/rtp/226.0.2.81:8560
西北_都市剧场_联通,http://171.116.181.174:8085/rtp/226.0.2.81:8560
西北_都市剧场_联通,http://61.240.37.114:8085/rtp/226.0.2.81:8560
西北_风云剧场_电信,http://219.145.19.7:5552/rtp/239.111.205.66:5140
西北_风云剧场_电信,http://113.138.135.67:8001/rtp/239.111.205.66:5140
西北_风云剧场_联通,http://116.131.173.194:809/hls/54/index.m3u8
西南_CCTV怀旧剧场_电信,http://218.86.140.210:9527/rtp/238.255.2.33:5999
西南_CQTV影视_电信,http://125.80.152.112:7788/rtp/235.254.198.180:7980
西南_CQTV影视_电信,http://119.86.72.175:4022/rtp/235.254.198.180:7980
西南_CQTV影视_电信,http://113.251.228.247:7788/rtp/235.254.198.180:7980
西南_优视影院_移动,http://112.44.6.47:4022/udp/239.11.0.172:5140
西南_军旅剧场_联通,http://27.11.254.102:8009/udp/225.0.4.146:7980
西南_动作影院_联通,http://27.10.213.202:8004/udp/225.0.4.170:7980
西南_动作影院_联通,http://123.145.17.178:8003/udp/225.0.4.170:7980
西南_动作影院_联通,http://123.145.17.178:8005/udp/225.0.4.170:7980
西南_华语影院_电信,http://182.138.218.105:55555/udp/239.93.0.138:5140
西南_华语影院_电信,http://125.71.58.153:4022/udp/239.93.0.138:5140
西南_华语影院_电信,http://118.114.99.140:4022/udp/239.93.0.138:5140
西南_古装剧场_联通,http://27.11.254.102:8010/udp/225.0.4.147:7980
西南_古装剧场_联通,http://27.11.58.238:8001/udp/225.0.4.147:7980
西南_古装剧场_联通,http://27.11.251.247:8010/udp/225.0.4.147:7980
西南_喜剧影院_联通,http://27.11.104.156:8005/udp/225.0.4.169:7980
西南_喜剧影院_联通,http://27.10.212.20:8010/udp/225.0.4.169:7980
西南_喜剧影院_联通,http://27.11.249.232:8003/udp/225.0.4.169:7980
西南_喜剧影院_联通,http://27.11.251.247:8010/udp/225.0.4.169:7980
西南_喜剧影院_联通,http://27.11.254.102:8010/udp/225.0.4.169:7980
西南_喜剧影院_联通,http://27.10.212.20:8009/udp/225.0.4.169:7980
西南_天府影院_移动,http://112.44.6.47:4022/udp/239.10.0.188:5140
西南_家庭影院_移动,http://112.44.6.47:4022/udp/239.11.0.179:5140
西南_家庭影院_联通,http://27.10.214.203:8010/udp/225.0.4.171:7980
西南_家庭影院_联通,http://27.10.74.138:8005/udp/225.0.4.171:7980
西南_家庭影院_联通,http://220.192.3.238:8005/udp/225.0.4.171:7980
西南_家庭影院_联通,http://27.10.74.138:8001/udp/225.0.4.171:7980
西南_家庭影院_联通,http://27.10.73.217:8001/udp/225.0.4.171:7980
西南_家庭影院_联通,http://27.10.212.20:8009/udp/225.0.4.171:7980
西南_家庭影院_联通,http://27.10.213.202:8003/udp/225.0.4.171:7980
西南_欢笑剧场4K_电信,http://218.86.140.210:9527/rtp/238.255.2.198:5999
西南_武侠剧场_联通,http://27.10.132.154:8002/udp/225.0.4.168:7980
西南_武侠剧场_联通,http://27.11.252.155:8010/udp/225.0.4.168:7980
西南_热播剧场_移动,http://112.44.6.47:4022/udp/239.11.0.171:5140
西南_热门剧场_电信,http://182.138.218.105:55555/udp/239.93.0.140:5140
西南_热门剧场_电信,http://125.71.58.153:4022/udp/239.93.0.140:5140
西南_热门剧场_电信,http://118.114.99.140:4022/udp/239.93.0.140:5140
西南_熊猫影院_电信,http://182.138.218.105:55555/udp/239.93.0.214:5140
西南_熊猫影院_电信,http://125.71.58.153:4022/udp/239.93.0.214:5140
西南_熊猫影院_电信,http://118.114.99.140:4022/udp/239.93.0.214:5140
西南_电影天地_移动,http://112.44.6.47:4022/udp/239.11.0.177:5140
西南_第一剧场_移动,http://112.44.6.47:4022/udp/239.11.0.189:5140
西南_第一电影_移动,http://112.44.6.47:4022/udp/239.11.0.180:5140
西南_经典剧场_移动,http://112.44.6.47:4022/udp/239.11.0.178:5140
西南_经典影视_移动,http://112.44.6.47:4022/udp/239.11.0.173:5140
西南_谍战剧场_电信,http://182.138.218.105:55555/udp/239.93.0.95:5140
西南_谍战剧场_电信,http://125.71.58.153:4022/udp/239.93.0.95:5140
西南_谍战剧场_电信,http://118.114.99.140:4022/udp/239.93.0.95:5140
西南_都市剧场_电信,http://218.86.140.210:9527/rtp/238.255.2.194:5999
西南_重庆影视_联通,http://27.10.108.214:8000/udp/225.0.4.192:7980
西南_重庆影视_联通,http://123.145.17.178:8003/udp/225.0.4.192:7980
西南_重庆影视_联通,http://27.11.254.102:8010/udp/225.0.4.192:7980
西南_重庆影视_联通,http://123.145.17.178:8005/udp/225.0.4.192:7980
西南_重庆影视_联通,http://113.206.187.242:8002/udp/225.0.4.192:7980
西南_重庆影视_联通,http://27.10.212.20:8009/udp/225.0.4.192:7980
西南_重庆影视_联通,http://123.145.15.254:8004/udp/225.0.4.192:7980
西南_重庆影视_联通,http://27.10.132.154:8002/udp/225.0.4.192:7980
西南_重庆影视_联通,http://113.206.152.16:8002/udp/225.0.4.192:7980
西南_重庆影视_联通,http://123.145.17.178:8004/udp/225.0.4.192:7980
西南_重庆影视_联通,http://27.11.251.247:8010/udp/225.0.4.192:7980
西南_重庆影视_联通,http://27.11.58.238:8010/udp/225.0.4.192:7980
西南_重庆影视_联通,http://27.10.214.203:8010/udp/225.0.4.192:7980
西南_重庆影视_联通,http://27.10.213.202:8004/udp/225.0.4.192:7980
西南_重庆影视_联通,http://27.10.212.20:8010/udp/225.0.4.192:7980
西南_风云剧场_移动,http://112.44.6.47:4022/udp/239.10.0.203:5140
【  影视高清频道  】,#genre#
